epoch,step,train_box_loss_epoch,train_box_loss_step,train_cls_loss_epoch,train_cls_loss_step,train_dfl_loss_epoch,train_dfl_loss_step,train_loss_epoch,train_loss_step,val_box_loss,val_cls_loss,val_dfl_loss,val_loss
3,1075,,,,,,,,,2.0902507305145264,1.999492883682251,1.1384080648422241,123.73866271972656
3,1075,2.2142932415008545,,1.9179399013519287,,1.1481295824050903,,126.51908111572266,,,,,
4,1099,,2.1809937953948975,,1.8466392755508423,,1.1153357028961182,,123.4312515258789,,,,
4,1149,,2.157724380493164,,1.877568244934082,,1.1331145763397217,,124.0417709350586,,,,
4,1199,,2.255878448486328,,1.827066421508789,,1.1038129329681396,,124.48218536376953,,,,
4,1249,,2.0206966400146484,,1.6750223636627197,,1.0799140930175781,,114.61519622802734,,,,
4,1299,,2.1262118816375732,,1.7602488994598389,,1.1193900108337402,,120.14041137695312,,,,
4,1344,,,,,,,,,2.0818586349487305,1.8726450204849243,1.1146312952041626,119.979736328125
4,1344,2.1180615425109863,,1.8032559156417847,,1.1129579544067383,,120.60922241210938,,,,,
5,1349,,2.147697925567627,,1.8358041048049927,,1.073606252670288,,121.37060546875,,,,
5,1399,,2.244359254837036,,1.8148785829544067,,1.1190053224563599,,124.27783203125,,,,
5,1449,,2.022681474685669,,1.6703084707260132,,1.0588607788085938,,114.04441833496094,,,,
5,1499,,2.1944985389709473,,1.7988544702529907,,1.140116572380066,,123.2032699584961,,,,
5,1549,,2.04728102684021,,1.7130759954452515,,1.087129831314087,,116.33968353271484,,,,
5,1599,,2.0396387577056885,,1.6274709701538086,,1.066269874572754,,113.60111236572266,,,,
5,1613,,,,,,,,,1.98526930809021,1.7095035314559937,1.0943992137908936,113.36705017089844
5,1613,2.0458340644836426,,1.715737223625183,,1.0900638103485107,,116.24125671386719,,,,,
6,1649,,1.9494357109069824,,1.7715823650360107,,1.0881073474884033,,115.41900634765625,,,,
6,1699,,1.973069667816162,,1.654099464416504,,1.068279504776001,,112.69076538085938,,,,
6,1749,,2.1712653636932373,,1.802695870399475,,1.0940477848052979,,121.63221740722656,,,,
6,1799,,1.9833252429962158,,1.614153504371643,,1.0372145175933838,,111.2326431274414,,,,
6,1849,,1.7878708839416504,,1.5372391939163208,,1.075441598892212,,105.61323547363281,,,,
6,1882,,,,,,,,,1.990113615989685,1.7057615518569946,1.099691390991211,113.49761199951172
6,1882,1.993593692779541,,1.659844160079956,,1.0764700174331665,,113.31704711914062,,,,,
7,1899,,2.035496234893799,,1.6925885677337646,,1.115285873413086,,116.24089813232422,,,,
7,1949,,1.9816551208496094,,1.6965690851211548,,1.0218266248703003,,112.80121612548828,,,,
7,1999,,2.069437265396118,,1.7092645168304443,,1.0733888149261475,,116.4501724243164,,,,
7,2049,,2.008720874786377,,1.4796104431152344,,1.0163440704345703,,108.11221313476562,,,,
7,2099,,2.1066551208496094,,1.7477895021438599,,1.0930378437042236,,118.73957824707031,,,,
7,2149,,1.8873283863067627,,1.5917778015136719,,1.054487705230713,,108.80625915527344,,,,
7,2151,,,,,,,,,1.9670288562774658,1.6752517223358154,1.0853968858718872,111.88566589355469
7,2151,1.9395322799682617,,1.6097759008407593,,1.064046859741211,,110.5236587524414,,,,,
8,2199,,2.006108522415161,,1.6326165199279785,,1.0855895280838013,,113.38356018066406,,,,
8,2249,,1.8679370880126953,,1.5158653259277344,,1.0272029638290405,,105.86412811279297,,,,
8,2299,,1.8593130111694336,,1.5076359510421753,,1.0368000268936157,,105.68997192382812,,,,
8,2349,,1.8560672998428345,,1.573135495185852,,1.0517703294754028,,107.54335021972656,,,,
8,2399,,1.9499636888504028,,1.4762064218521118,,1.001253366470337,,106.25816345214844,,,,
8,2420,,,,,,,,,1.9222301244735718,1.6798332929611206,1.0676552057266235,110.43006896972656
8,2420,1.92173171043396,,1.5735121965408325,,1.0564744472503662,,109.05841827392578,,,,,
9,2449,,1.9488166570663452,,1.6198322772979736,,1.0764744281768799,,111.48296356201172,,,,
9,2499,,1.84456205368042,,1.5935312509536743,,1.054216742515564,,107.81544494628906,,,,
9,2549,,1.8878810405731201,,1.603390097618103,,1.0107980966567993,,108.0496597290039,,,,
9,2599,,1.9459482431411743,,1.628459095954895,,1.0829441547393799,,111.77644348144531,,,,
9,2649,,1.9796181917190552,,1.7367775440216064,,1.062235951423645,,114.68716430664062,,,,
9,2689,,,,,,,,,1.9240165948867798,1.6260420083999634,1.0690231323242188,109.24707794189453
9,2689,1.8923821449279785,,1.5488512516021729,,1.0470576286315918,,107.53238677978516,,,,,
10,2699,,1.8137935400009155,,1.4924399852752686,,0.9960638880729675,,103.25513458251953,,,,
10,2749,,1.7910420894622803,,1.4163814783096313,,1.066716194152832,,102.57935333251953,,,,
10,2799,,1.8590363264083862,,1.6439841985702515,,1.04869544506073,,109.24118041992188,,,,
10,2849,,1.9151570796966553,,1.5422320365905762,,1.0238925218582153,,107.55075073242188,,,,
10,2899,,1.7818500995635986,,1.4938204288482666,,1.0146487951278687,,102.96766662597656,,,,
10,2949,,1.7850897312164307,,1.4877020120620728,,1.0144932270050049,,102.89484405517578,,,,
10,2958,,,,,,,,,1.8492696285247803,1.5448557138442993,1.041427493095398,104.91012573242188
10,2958,1.858538031578064,,1.5034196376800537,,1.0374072790145874,,105.42736053466797,,,,,
11,2999,,1.740818738937378,,1.4137113094329834,,1.0355689525604248,,100.56237030029297,,,,
11,3049,,1.8425973653793335,,1.4830806255340576,,1.0474796295166016,,104.95578002929688,,,,
11,3099,,1.8562755584716797,,1.4780473709106445,,1.05673348903656,,105.3853530883789,,,,
11,3149,,1.805394172668457,,1.435691237449646,,1.077630639076233,,103.64918518066406,,,,
11,3199,,1.8175867795944214,,1.3857636451721191,,1.000449776649475,,100.89120483398438,,,,
11,3227,,,,,,,,,1.8164259195327759,1.6430891752243042,1.0467967987060547,106.60709381103516
11,3227,1.851773977279663,,1.4923968315124512,,1.0357847213745117,,104.93968963623047,,,,,
12,3249,,1.9286891222000122,,1.5912572145462036,,1.0154221057891846,,108.84884643554688,,,,
12,3299,,1.639969825744629,,1.3608289957046509,,0.991815447807312,,95.82273864746094,,,,
12,3349,,1.6920570135116577,,1.3818548917770386,,1.005296230316162,,97.9010009765625,,,,
12,3399,,1.7441498041152954,,1.377500057220459,,1.0222241878509521,,99.45297241210938,,,,
12,3449,,1.6581910848617554,,1.383306860923767,,1.0228314399719238,,97.54390716552734,,,,
12,3496,,,,,,,,,1.7987101078033447,1.5275057554244995,1.0374115705490112,103.28875732421875
12,3496,1.827684998512268,,1.4599931240081787,,1.0265001058578491,,103.37265014648438,,,,,
13,3499,,1.7776906490325928,,1.4060782194137573,,0.9934877157211304,,100.254150390625,,,,
13,3549,,1.7707182168960571,,1.567474365234375,,1.0513408184051514,,105.34880065917969,,,,
13,3599,,1.770165205001831,,1.4113200902938843,,1.0248286724090576,,100.95153045654297,,,,
13,3649,,1.6367939710617065,,1.3226001262664795,,1.0003650188446045,,95.03421783447266,,,,
13,3699,,1.8656694889068604,,1.4083948135375977,,1.016606092453003,,102.97608947753906,,,,
13,3749,,1.8610914945602417,,1.42153000831604,,1.0748552083969116,,104.5794448852539,,,,
13,3765,,,,,,,,,1.7840098142623901,1.4578886032104492,1.0315922498703003,101.12312316894531
13,3765,1.8006882667541504,,1.4474376440048218,,1.0248734951019287,,102.37580108642578,,,,,
14,3799,,1.777249813079834,,1.4349918365478516,,1.0444303750991821,,102.16012573242188,,,,
14,3849,,1.9232844114303589,,1.4508532285690308,,1.0572031736373901,,106.3521728515625,,,,
14,3899,,1.8571921586990356,,1.4219826459884644,,0.9961565732955933,,102.60795593261719,,,,
14,3949,,1.8808255195617676,,1.3870915174484253,,1.0067600011825562,,102.59223937988281,,,,
14,3999,,1.8761265277862549,,1.4687191247940063,,1.0307395458221436,,105.01404571533203,,,,
14,4034,,,,,,,,,1.797234058380127,1.5270439386367798,1.0414783954620361,103.2566146850586
14,4034,1.7905465364456177,,1.4157590866088867,,1.0158624649047852,,101.15143585205078,,,,,
15,4049,,1.669879674911499,,1.4490396976470947,,1.022322177886963,,99.3897933959961,,,,
15,4099,,1.8458462953567505,,1.3869034051895142,,1.0670008659362793,,103.19401550292969,,,,
15,4149,,1.7669599056243896,,1.3732423782348633,,1.0170763731002808,,99.7746810913086,,,,
15,4199,,1.8793078660964966,,1.4750617742538452,,1.0149182081222534,,104.86290740966797,,,,
15,4249,,1.7342703342437744,,1.3611663579940796,,0.9890983700752258,,98.02884674072266,,,,
15,4299,,1.712920904159546,,1.4062126874923706,,0.9990237951278687,,98.83576965332031,,,,
15,4303,,,,,,,,,1.7666707038879395,1.4608322381973267,1.027996301651001,100.66984558105469
15,4303,1.7735971212387085,,1.4044575691223145,,1.0151287317276,,100.47920227050781,,,,,
16,4349,,1.7067646980285645,,1.3785701990127563,,1.0017180442810059,,98.08927154541016,,,,
16,4399,,1.5439743995666504,,1.3368934392929077,,1.0173416137695312,,93.55702209472656,,,,
16,4449,,1.8186291456222534,,1.32417893409729,,1.0100802183151245,,99.66931915283203,,,,
16,4499,,1.7997101545333862,,1.3760805130004883,,1.0263938903808594,,100.85242462158203,,,,
16,4549,,1.7707345485687256,,1.405895709991455,,1.0237653255462646,,100.80949401855469,,,,
16,4572,,,,,,,,,1.7578154802322388,1.4965343475341797,1.0254772901535034,101.23149108886719
16,4572,1.7627626657485962,,1.3896448612213135,,1.012431263923645,,99.79519653320312,,,,,
17,4599,,1.7212610244750977,,1.2763783931732178,,1.012252926826477,,96.23741912841797,,,,
17,4649,,1.7680199146270752,,1.3188611268997192,,0.9986739158630371,,98.05331420898438,,,,
17,4699,,1.7039618492126465,,1.3682080507278442,,1.044228196144104,,98.79354858398438,,,,
17,4749,,1.8004201650619507,,1.3938472270965576,,1.0003888607025146,,100.67174530029297,,,,
17,4799,,1.743671178817749,,1.3718104362487793,,0.9925435781478882,,98.59260559082031,,,,
17,4841,,,,,,,,,1.7239909172058105,1.4783903360366821,1.013299584388733,99.74629211425781
17,4841,1.7523068189620972,,1.3771713972091675,,1.0081202983856201,,99.1312484741211,,,,,
18,4849,,1.6477270126342773,,1.3426287174224854,,0.9964239597320557,,95.6827163696289,,,,
18,4899,,1.655982494354248,,1.2656991481781006,,1.0015180110931396,,94.15679168701172,,,,
18,4949,,1.6505485773086548,,1.393580675125122,,0.9846131801605225,,96.6898193359375,,,,
18,4999,,1.6548656225204468,,1.3071383237838745,,0.9855760931968689,,94.74191284179688,,,,
18,5049,,1.8299241065979004,,1.4862562417984009,,1.0201915502548218,,104.07292175292969,,,,
18,5099,,1.7066395282745361,,1.3532520532608032,,1.050973653793335,,98.6607666015625,,,,
18,5110,,,,,,,,,1.7834510803222656,1.4326716661453247,1.024437665939331,100.39414978027344
18,5110,1.735054612159729,,1.3609275817871094,,1.0065600872039795,,98.27665710449219,,,,,
19,5149,,1.5726999044418335,,1.1999918222427368,,1.0201350450515747,,91.02784729003906,,,,
19,5199,,1.5483338832855225,,1.3597204685211182,,1.0214828252792358,,94.30889129638672,,,,
19,5249,,1.7279175519943237,,1.381949543952942,,0.9752315282821655,,98.04237365722656,,,,
19,5299,,1.658474326133728,,1.3318809270858765,,0.994554877281189,,95.6378402709961,,,,
19,5349,,1.6681910753250122,,1.272881269454956,,0.9975823163986206,,94.5277099609375,,,,
19,5379,,,,,,,,,1.6888588666915894,1.3998479843139648,1.0102343559265137,96.97279357910156
19,5379,1.7381030321121216,,1.3559811115264893,,1.004057765007019,,98.19463348388672,,,,,
20,5399,,1.6614189147949219,,1.3040051460266113,,0.989628791809082,,94.9212646484375,,,,
20,5449,,1.7197535037994385,,1.3234410285949707,,1.0011409521102905,,97.06405639648438,,,,
20,5499,,1.6670253276824951,,1.24845290184021,,0.9909709692001343,,93.75477600097656,,,,
20,5549,,1.5814160108566284,,1.2709659337997437,,0.9986790418624878,,92.42546081542969,,,,
20,5599,,1.7870014905929565,,1.278032898902893,,0.9871846437454224,,97.25325775146484,,,,
20,5648,,,,,,,,,1.7078169584274292,1.4224543571472168,1.0083699226379395,97.91324615478516
20,5648,1.7194730043411255,,1.3401098251342773,,1.000397801399231,,97.27945709228516,,,,,
21,5649,,1.4400440454483032,,1.1831949949264526,,0.9506499767303467,,85.77333068847656,,,,
21,5699,,1.5819886922836304,,1.189884901046753,,0.9760916233062744,,89.95116424560547,,,,
21,5749,,1.6220775842666626,,1.3190425634384155,,0.9958192706108093,,94.48654174804688,,,,
21,5799,,1.7218413352966309,,1.293141484260559,,0.950859010219574,,95.18020629882812,,,,
21,5849,,1.7086716890335083,,1.300228476524353,,1.007118821144104,,96.38445281982422,,,,
21,5899,,1.6902415752410889,,1.3155064582824707,,1.0157089233398438,,96.51496887207031,,,,
21,5917,,,,,,,,,1.6951322555541992,1.38298499584198,1.0072908401489258,96.63571166992188
21,5917,1.7025445699691772,,1.329744577407837,,0.9979833960533142,,96.55096435546875,,,,,
22,5949,,1.7502976655960083,,1.3142586946487427,,0.9957225322723389,,97.44670104980469,,,,
22,5999,,1.6552358865737915,,1.2612075805664062,,0.9880348443984985,,93.70748138427734,,,,
22,6049,,1.7485506534576416,,1.3505936861038208,,1.0382742881774902,,99.29804992675781,,,,
22,6099,,1.8022178411483765,,1.4201005697250366,,1.0456111431121826,,102.43030548095703,,,,
22,6149,,1.6913853883743286,,1.3284863233566284,,1.0238149166107178,,97.04847717285156,,,,
22,6186,,,,,,,,,1.7153376340866089,1.4482665061950684,1.0125219821929932,98.7814712524414
22,6186,1.7139925956726074,,1.3235644102096558,,0.9984709620475769,,96.69396209716797,,,,,
23,6199,,1.7879992723464966,,1.4033924341201782,,0.9812681674957275,,100.14383697509766,,,,
23,6249,,1.6958779096603394,,1.3716678619384766,,1.0048929452896118,,97.738525390625,,,,
23,6299,,1.580773115158081,,1.232119083404541,,0.9854959845542908,,91.16131591796875,,,,
23,6349,,1.689521074295044,,1.2783840894699097,,0.990304708480835,,94.99703979492188,,,,
23,6399,,1.7161469459533691,,1.2927372455596924,,0.9983402490615845,,96.17338562011719,,,,
23,6449,,1.661171555519104,,1.3066953420639038,,1.0031670331954956,,95.3048095703125,,,,
23,6455,,,,,,,,,1.7192046642303467,1.3961163759231567,1.0076664686203003,97.555419921875
23,6455,1.6850244998931885,,1.3061189651489258,,0.9941896200180054,,95.47561645507812,,,,,
24,6499,,1.707304835319519,,1.2893692255020142,,0.986072301864624,,95.5859146118164,,,,
24,6549,,1.7016586065292358,,1.2547271251678467,,0.9758343696594238,,94.37327575683594,,,,
24,6599,,1.739928960800171,,1.4779342412948608,,1.0220527648925781,,101.75798034667969,,,,
24,6649,,1.7451295852661133,,1.3430261611938477,,0.9808443784713745,,97.65599822998047,,,,
24,6699,,1.7199345827102661,,1.2493932247161865,,1.0008134841918945,,95.28339385986328,,,,
24,6724,,,,,,,,,1.657940149307251,1.3623124361038208,0.9990205764770508,95.06568145751953
24,6724,1.6904191970825195,,1.3029649257659912,,0.9926366209983826,,95.491943359375,,,,,
25,6749,,1.7046929597854614,,1.273363709449768,,1.0061497688293457,,95.62095642089844,,,,
25,6799,,1.6427921056747437,,1.2976328134536743,,1.0114364624023438,,94.84467315673828,,,,
25,6849,,1.6245840787887573,,1.2067265510559082,,0.9663089513778687,,91.14286804199219,,,,
25,6899,,1.6301188468933105,,1.2319140434265137,,0.9803512096405029,,92.21722412109375,,,,
25,6949,,1.7969653606414795,,1.416318655014038,,1.015811800956726,,101.49829864501953,,,,
25,6993,,,,,,,,,1.702539086341858,1.38995361328125,1.0105944871902466,97.02574920654297
25,6993,1.6866366863250732,,1.3021416664123535,,0.9917051196098328,,95.36524963378906,,,,,
26,6999,,1.652767539024353,,1.297659158706665,,1.0010995864868164,,94.83663177490234,,,,
26,7049,,1.70631742477417,,1.3135849237442017,,0.9837207794189453,,96.08695220947266,,,,
26,7099,,1.7895371913909912,,1.4014290571212769,,0.9913895130157471,,100.37654113769531,,,,
26,7149,,1.5746064186096191,,1.2387055158615112,,0.9842729568481445,,91.14203643798828,,,,
26,7199,,1.6203993558883667,,1.2519973516464233,,0.9494227766990662,,91.72366333007812,,,,
26,7249,,1.641596794128418,,1.319016933441162,,0.986351728439331,,94.7271728515625,,,,
26,7262,,,,,,,,,1.667559027671814,1.3551020622253418,0.9998387694358826,95.15399932861328
26,7262,1.6669667959213257,,1.2795113325119019,,0.9873099327087402,,94.25105285644531,,,,,
27,7299,,1.5528557300567627,,1.1696629524230957,,0.9751311540603638,,88.74359893798828,,,,
27,7349,,1.5925778150558472,,1.2633873224258423,,1.0147221088409424,,92.89649200439453,,,,
27,7399,,1.618499994277954,,1.235046148300171,,0.9749449491500854,,91.8837890625,,,,
27,7449,,1.716558814048767,,1.3829073905944824,,0.9992061853408813,,98.36813354492188,,,,
27,7499,,1.5955926179885864,,1.263458013534546,,0.9788113832473755,,92.10868835449219,,,,
27,7531,,,,,,,,,1.6694740056991577,1.3566125631332397,0.9981597661972046,95.17456817626953
27,7531,1.6590057611465454,,1.2727090120315552,,0.9859269857406616,,93.85847473144531,,,,,
28,7549,,1.661514401435852,,1.3041714429855347,,1.0075360536575317,,95.35733032226562,,,,
28,7599,,1.5173369646072388,,1.1778452396392822,,0.9844262599945068,,88.31060791015625,,,,
28,7649,,1.599924921989441,,1.2565646171569824,,0.9666991233825684,,91.75653076171875,,,,
28,7699,,1.7950528860092163,,1.3583177328109741,,0.9936337471008301,,99.52810668945312,,,,
28,7749,,1.755866527557373,,1.3424384593963623,,0.9797213673591614,,97.87263488769531,,,,
28,7799,,1.7544788122177124,,1.3720221519470215,,1.004561424255371,,99.14549255371094,,,,
28,7800,,,,,,,,,1.6775413751602173,1.3251254558563232,0.9954193830490112,94.5861587524414
28,7800,1.6483372449874878,,1.266467571258545,,0.9837350249290466,,93.40642547607422,,,,,
29,7849,,1.6718887090682983,,1.2186635732650757,,0.9986656904220581,,93.34123229980469,,,,
29,7899,,1.787664771080017,,1.259236454963684,,0.9734518527984619,,96.48847961425781,,,,
29,7949,,1.6944382190704346,,1.2955025434494019,,1.0176923274993896,,96.18319702148438,,,,
29,7999,,1.646090030670166,,1.2424163818359375,,1.0077078342437744,,93.50914001464844,,,,
29,8049,,1.5689133405685425,,1.2533777952194214,,1.0115243196487427,,92.01156616210938,,,,
29,8069,,,,,,,,,1.6502859592437744,1.3843291997909546,0.9992485642433167,95.39439392089844
29,8069,1.6418406963348389,,1.2518965005874634,,0.9845876693725586,,92.92263793945312,,,,,
30,8099,,1.7452071905136108,,1.3126078844070435,,1.0197988748550415,,97.86273193359375,,,,
30,8149,,1.5479360818862915,,1.2261103391647339,,0.9553390145301819,,89.5052490234375,,,,
30,8199,,1.6110788583755493,,1.2320023775100708,,1.0147316455841064,,92.58750915527344,,,,
30,8249,,1.7633942365646362,,1.3141907453536987,,0.9752746820449829,,97.26863098144531,,,,
30,8299,,1.7116115093231201,,1.252389669418335,,1.0072482824325562,,95.30998229980469,,,,
30,8338,,,,,,,,,1.6392757892608643,1.3504482507705688,0.9959795475006104,94.27356719970703
30,8338,1.6527799367904663,,1.2581710815429688,,0.9821325540542603,,93.27214813232422,,,,,
31,8349,,1.6062877178192139,,1.2003229856491089,,0.968877911567688,,90.61172485351562,,,,
31,8399,,1.6032891273498535,,1.1886422634124756,,1.0295288562774658,,91.71504211425781,,,,
31,8449,,1.5801233053207397,,1.1311808824539185,,0.9686253070831299,,88.31831359863281,,,,
31,8499,,1.5447468757629395,,1.19891357421875,,0.9295699596405029,,88.15753173828125,,,,
31,8549,,1.6766788959503174,,1.212906837463379,,0.9873034954071045,,93.04534149169922,,,,
31,8599,,1.7459138631820679,,1.3616087436676025,,1.0671995878219604,,100.1933364868164,,,,
31,8607,,,,,,,,,1.6447077989578247,1.3274332284927368,0.9878003597259521,93.69408416748047
31,8607,1.6485400199890137,,1.2498016357421875,,0.9794278144836426,,92.90567779541016,,,,,
32,8649,,1.5255763530731201,,1.149000883102417,,0.9664084911346436,,87.38365173339844,,,,
32,8699,,1.6016013622283936,,1.1695061922073364,,0.9456976652145386,,89.20332336425781,,,,
32,8749,,1.7391518354415894,,1.2533073425292969,,0.99334716796875,,95.65934753417969,,,,
32,8799,,1.7346875667572021,,1.3371881246566772,,0.9636463522911072,,96.85252380371094,,,,
32,8849,,1.596184492111206,,1.1679977178573608,,0.9575556516647339,,89.32170104980469,,,,
32,8876,,,,,,,,,1.6355865001678467,1.3202778100967407,0.9847124814987183,93.22740173339844
32,8876,1.6431217193603516,,1.256401538848877,,0.9800574779510498,,92.95232391357422,,,,,
33,8899,,1.574410080909729,,1.185736894607544,,0.981002688407898,,89.78759002685547,,,,
33,8949,,1.6117005348205566,,1.3744796514511108,,1.0111199617385864,,95.9352035522461,,,,
33,8999,,1.669675588607788,,1.1829309463500977,,0.9817590713500977,,92.02477264404297,,,,
33,9049,,1.7437189817428589,,1.298582673072815,,0.9524286389350891,,95.87352752685547,,,,
33,9099,,1.5332697629928589,,1.1240516901016235,,0.9347049593925476,,86.20863342285156,,,,
33,9145,,,,,,,,,1.6239910125732422,1.3024303913116455,0.9884932041168213,92.61042785644531
33,9145,1.6330314874649048,,1.2479004859924316,,0.9786056280136108,,92.46554565429688,,,,,
34,9149,,1.5816094875335693,,1.2567797899246216,,0.9533772468566895,,91.00239562988281,,,,
34,9199,,1.5287294387817383,,1.2021147012710571,,0.9790061116218567,,89.03640747070312,,,,
34,9249,,1.587927222251892,,1.1745792627334595,,0.972539484500885,,89.64110565185547,,,,
34,9299,,1.7856130599975586,,1.281724214553833,,1.0056748390197754,,97.75228881835938,,,,
34,9349,,1.5909943580627441,,1.249491810798645,,0.9569054245948792,,91.13740539550781,,,,
34,9399,,1.7118852138519287,,1.217322587966919,,0.9775809645652771,,93.76293182373047,,,,
34,9414,,,,,,,,,1.6528816223144531,1.2886754274368286,0.9902424216270447,92.9880599975586
34,9414,1.6263821125030518,,1.2329185009002686,,0.9760745167732239,,91.89716339111328,,,,,
35,9449,,1.5321879386901855,,1.1600909233093262,,0.9560286998748779,,87.55938720703125,,,,
35,9499,,1.6401097774505615,,1.183502435684204,,0.9879672527313232,,91.4779052734375,,,,
35,9549,,1.5569450855255127,,1.1422975063323975,,0.9540367126464844,,87.67870330810547,,,,
35,9599,,1.6014419794082642,,1.144238829612732,,0.9814079999923706,,89.45013427734375,,,,
35,9649,,1.6147143840789795,,1.2141695022583008,,0.9622632265090942,,90.98753356933594,,,,
35,9683,,,,,,,,,1.610805630683899,1.314953327178955,0.9816820621490479,92.44569396972656
35,9683,1.6413235664367676,,1.2359724044799805,,0.9769465327262878,,92.34685516357422,,,,,
36,9699,,1.6199891567230225,,1.3094122409820557,,0.9618002772331238,,93.38883972167969,,,,
36,9749,,1.4639226198196411,,1.2151151895523071,,0.970720648765564,,87.59420776367188,,,,
36,9799,,1.499122142791748,,1.227533221244812,,0.9848465323448181,,89.0760498046875,,,,
36,9849,,1.451736569404602,,1.150181531906128,,0.9387211203575134,,84.975341796875,,,,
36,9899,,1.502102255821228,,1.1614543199539185,,0.9366605281829834,,86.40521240234375,,,,
36,9949,,1.5532686710357666,,1.2095725536346436,,0.9575459957122803,,89.28929138183594,,,,
36,9952,,,,,,,,,1.6045567989349365,1.2698129415512085,0.9817888736724854,91.21455383300781
36,9952,1.6164788007736206,,1.226227045059204,,0.9741413593292236,,91.44329071044922,,,,,
37,9999,,1.611818790435791,,1.24638032913208,,1.018972396850586,,93.05211639404297,,,,
37,10049,,1.6723357439041138,,1.2645971775054932,,1.006163239479065,,94.63431549072266,,,,
37,10099,,1.5160974264144897,,1.1522719860076904,,0.9531844854354858,,86.91728973388672,,,,
37,10149,,1.5826719999313354,,1.1302354335784912,,0.961342453956604,,88.18199920654297,,,,
37,10199,,1.6574441194534302,,1.1767271757125854,,0.9841849207878113,,91.64054870605469,,,,
37,10221,,,,,,,,,1.614331841468811,1.2997922897338867,0.9836001396179199,92.1943359375
37,10221,1.6134594678878784,,1.217035174369812,,0.9742488265037537,,91.15886688232422,,,,,
38,10249,,1.591520071029663,,1.1500933170318604,,0.952231228351593,,88.65226745605469,,,,
38,10299,,1.5459994077682495,,1.1168506145477295,,0.9632885456085205,,87.0273208618164,,,,
38,10349,,1.6482291221618652,,1.1743743419647217,,0.9535248279571533,,90.6270751953125,,,,
38,10399,,1.5787451267242432,,1.1142281293869019,,0.9495189189910889,,87.41981506347656,,,,
38,10449,,1.663578987121582,,1.2310417890548706,,1.0107061862945557,,93.72784423828125,,,,
38,10490,,,,,,,,,1.5929769277572632,1.2728592157363892,0.9814324975013733,91.01226043701172
38,10490,1.6081689596176147,,1.2076690196990967,,0.9708229899406433,,90.72038269042969,,,,,
39,10499,,1.5944122076034546,,1.2471680641174316,,0.9780582189559937,,91.67132568359375,,,,
39,10549,,1.5622024536132812,,1.1181775331497192,,0.9671899080276489,,87.54167938232422,,,,
39,10599,,1.584382176399231,,1.1786720752716064,,0.9922791123390198,,90.12800598144531,,,,
39,10649,,1.6339071989059448,,1.2997422218322754,,0.9942022562026978,,94.26844024658203,,,,
